parent,state_code,state,category,term,state_category_percentage,state_category_percentage_label,state_term_percentage,state_term_percentage_label
origin,PA,Pennsylvania,Legal,translation & interpretation,0.0153,1.53%,0.0515,5.1499999999999995%
origin,PA,Pennsylvania,Money,174 other terms,0.0943,9.43%,0.3099,30.990000000000002%
origin,PA,Pennsylvania,Money,financial aid & loans,0.0943,9.43%,0.063,6.3%
origin,PA,Pennsylvania,Money,financial assistance,0.0943,9.43%,0.3942,39.42%
origin,PA,Pennsylvania,Money,government benefits,0.0943,9.43%,0.0501,5.01%
origin,PA,Pennsylvania,Money,help pay for car,0.0943,9.43%,0.1298,12.98%
origin,PA,Pennsylvania,Money,personal loans,0.0943,9.43%,0.0531,5.3100000000000005%
origin,PA,Pennsylvania,Other,7377 other terms,0.0263,2.63%,0.8813,88.13%
origin,PA,Pennsylvania,Other,single parent,0.0263,2.63%,0.1187,11.87%
origin,PA,Pennsylvania,Transit,107 other terms,0.0677,6.77%,0.072,7.1999999999999993%
origin,PA,Pennsylvania,Transit,bus passes,0.0677,6.77%,0.1114,11.14%
origin,PA,Pennsylvania,Transit,help pay for gas,0.0677,6.77%,0.09,9%
origin,PA,Pennsylvania,Transit,help pay for transit,0.0677,6.77%,0.0883,8.83%
origin,PA,Pennsylvania,Transit,transportation,0.0677,6.77%,0.3885,38.85%
origin,PA,Pennsylvania,Transit,transportation for healthcare,0.0677,6.77%,0.2497,24.97%
origin,PA,Pennsylvania,Work,43 other terms,0.0128,1.28%,0.1187,11.87%
origin,PA,Pennsylvania,Work,employment support,0.0128,1.28%,0.0788,7.88%
origin,PA,Pennsylvania,Work,help find work,0.0128,1.28%,0.3543,35.43%
origin,PA,Pennsylvania,Work,job placement,0.0128,1.28%,0.4482,44.82%
"",PA,Pennsylvania,origin,origin,0,"",0,""
origin,PR,Puerto Rico,Care,58 other terms,0.0703,7.03%,0.5189,51.89%
origin,PR,Puerto Rico,Care,adult daycare,0.0703,7.03%,0.0871,8.7099999999999991%
origin,PR,Puerto Rico,Care,burial & funeral help,0.0703,7.03%,0.0592,5.92%
origin,PR,Puerto Rico,Care,relief for caregivers,0.0703,7.03%,0.0521,5.21%
origin,PR,Puerto Rico,Care,support groups,0.0703,7.03%,0.2828,28.28%
origin,PR,Puerto Rico,Education,10 other terms,0.0227,2.27%,0.1694,16.939999999999998%
origin,PR,Puerto Rico,Education,alternative education,0.0227,2.27%,0.05,5%
origin,PR,Puerto Rico,Education,computer class,0.0227,2.27%,0.0917,9.17%
origin,PR,Puerto Rico,Education,ged/high-school equivalency,0.0227,2.27%,0.1361,13.61%
origin,PR,Puerto Rico,Education,help find school,0.0227,2.27%,0.075,7.5%
origin,PR,Puerto Rico,Education,skills & training,0.0227,2.27%,0.0528,5.28%
origin,PR,Puerto Rico,Education,skills assessment,0.0227,2.27%,0.0667,6.67%
origin,PR,Puerto Rico,Education,specialized training,0.0227,2.27%,0.1833,18.33%
origin,PR,Puerto Rico,Education,supported employment,0.0227,2.27%,0.175,17.5%
origin,PR,Puerto Rico,Food,10 other terms,0.1878,18.78%,0.0968,9.68%
origin,PR,Puerto Rico,Food,emergency food,0.1878,18.78%,0.1455,14.549999999999999%
origin,PR,Puerto Rico,Food,food delivery,0.1878,18.78%,0.1297,12.97%
origin,PR,Puerto Rico,Food,food pantry,0.1878,18.78%,0.3458,34.58%
origin,PR,Puerto Rico,Food,government food benefits,0.1878,18.78%,0.1529,15.290000000000001%
origin,PR,Puerto Rico,Food,help pay for food,0.1878,18.78%,0.1294,12.94%
origin,PR,Puerto Rico,Goods,24 other terms,0.042,4.2%,0.2538,25.380000000000003%
origin,PR,Puerto Rico,Goods,assistive technology,0.042,4.2%,0.0541,5.41%
origin,PR,Puerto Rico,Goods,books,0.042,4.2%,0.0571,5.71%
origin,PR,Puerto Rico,Goods,clothing,0.042,4.2%,0.1336,13.36%
origin,PR,Puerto Rico,Goods,diapers & formula,0.042,4.2%,0.0961,9.6100000000000012%
origin,PR,Puerto Rico,Goods,furniture,0.042,4.2%,0.0661,6.61%
origin,PR,Puerto Rico,Goods,home goods,0.042,4.2%,0.2012,20.119999999999997%
origin,PR,Puerto Rico,Goods,personal care items,0.042,4.2%,0.0661,6.61%
origin,PR,Puerto Rico,Goods,personal safety,0.042,4.2%,0.0721,7.21%
origin,PR,Puerto Rico,Health,125 other terms,0.1324,13.239999999999998%,0.5515,55.15%
origin,PR,Puerto Rico,Health,disability benefits,0.1324,13.239999999999998%,0.0715,7.1499999999999995%
origin,PR,Puerto Rico,Health,help pay for healthcare,0.1324,13.239999999999998%,0.0858,8.58%
origin,PR,Puerto Rico,Health,hiv treatment,0.1324,13.239999999999998%,0.0648,6.4799999999999995%
origin,PR,Puerto Rico,Health,in-home support,0.1324,13.239999999999998%,0.1072,10.72%
origin,PR,Puerto Rico,Health,medical supplies,0.1324,13.239999999999998%,0.0524,5.24%
origin,PR,Puerto Rico,Health,std/sti treatment & prevention,0.1324,13.239999999999998%,0.0667,6.67%
origin,PR,Puerto Rico,Housing,54 other terms,0.2498,24.98%,0.2205,22.05%
origin,PR,Puerto Rico,Housing,help find housing,0.2498,24.98%,0.1281,12.809999999999999%
origin,PR,Puerto Rico,Housing,help pay for housing,0.2498,24.98%,0.2288,22.88%
origin,PR,Puerto Rico,Housing,help pay for internet or phone,0.2498,24.98%,0.0606,6.0600000000000005%
origin,PR,Puerto Rico,Housing,help pay for utilities,0.2498,24.98%,0.1708,17.080000000000002%
origin,PR,Puerto Rico,Housing,maintenance & repairs,0.2498,24.98%,0.0672,6.72%
origin,PR,Puerto Rico,Housing,temporary shelter,0.2498,24.98%,0.124,12.4%
origin,PR,Puerto Rico,Legal,8 other terms,0.0092,0.91999999999999993%,0.1575,15.75%
origin,PR,Puerto Rico,Legal,advocacy & legal aid,0.0092,0.91999999999999993%,0.1918,19.18%
origin,PR,Puerto Rico,Legal,citizenship & immigration,0.0092,0.91999999999999993%,0.1096,10.96%
origin,PR,Puerto Rico,Legal,discrimination & civil rights,0.0092,0.91999999999999993%,0.0753,7.53%
origin,PR,Puerto Rico,Legal,mediation,0.0092,0.91999999999999993%,0.0959,9.59%
origin,PR,Puerto Rico,Legal,representation,0.0092,0.91999999999999993%,0.2329,23.29%
origin,PR,Puerto Rico,Legal,workplace rights,0.0092,0.91999999999999993%,0.137,13.700000000000001%
origin,PR,Puerto Rico,Money,37 other terms,0.1954,19.54%,0.3261,32.61%
origin,PR,Puerto Rico,Money,financial aid & loans,0.1954,19.54%,0.1088,10.879999999999999%
origin,PR,Puerto Rico,Money,financial assistance,0.1954,19.54%,0.4524,45.24%
origin,PR,Puerto Rico,Money,government benefits,0.1954,19.54%,0.0533,5.33%
origin,PR,Puerto Rico,Money,personal loans,0.1954,19.54%,0.0594,5.94%
origin,PR,Puerto Rico,Other,167 other terms,0.0262,2.62%,0.8482,84.82%
origin,PR,Puerto Rico,Other,puerto rico,0.0262,2.62%,0.0819,8.19%
origin,PR,Puerto Rico,Other,veterans,0.0262,2.62%,0.0699,6.99%
origin,PR,Puerto Rico,Transit,9 other terms,0.0425,4.25%,0.0905,9.0499999999999989%
origin,PR,Puerto Rico,Transit,bus passes,0.0425,4.25%,0.0831,8.3099999999999987%
origin,PR,Puerto Rico,Transit,help pay for gas,0.0425,4.25%,0.319,31.900000000000002%
origin,PR,Puerto Rico,Transit,help pay for transit,0.0425,4.25%,0.1157,11.57%
origin,PR,Puerto Rico,Transit,transportation,0.0425,4.25%,0.2359,23.59%
origin,PR,Puerto Rico,Transit,transportation for healthcare,0.0425,4.25%,0.1558,15.58%
origin,PR,Puerto Rico,Work,5 other terms,0.0216,2.16%,0.0962,9.62%
origin,PR,Puerto Rico,Work,help find work,0.0216,2.16%,0.3819,38.190000000000005%
origin,PR,Puerto Rico,Work,job,0.0216,2.16%,0.0554,5.54%
origin,PR,Puerto Rico,Work,job placement,0.0216,2.16%,0.4665,46.650000000000006%
"",PR,Puerto Rico,origin,origin,0,"",0,""
origin,PW,Palau,Housing,help pay for utilities,1,100%,1,100%
"",PW,Palau,origin,origin,0,"",0,""
origin,RI,Rhode Island,Care,118 other terms,0.1083,10.83%,0.4091,40.910000000000004%
origin,RI,Rhode Island,Care,navigating the system,0.1083,10.83%,0.1536,15.36%
origin,RI,Rhode Island,Care,support groups,0.1083,10.83%,0.0651,6.5100000000000007%
origin,RI,Rhode Island,Care,support network,0.1083,10.83%,0.3722,37.22%
origin,RI,Rhode Island,Education,37 other terms,0.0555,5.55%,0.2837,28.37%
origin,RI,Rhode Island,Education,english as a second language (esl),0.0555,5.55%,0.141,14.099999999999998%
origin,RI,Rhode Island,Education,more education,0.0555,5.55%,0.3403,34.03%
origin,RI,Rhode Island,Education,skills & training,0.0555,5.55%,0.2349,23.49%
origin,RI,Rhode Island,Food,30 other terms,0.1559,15.590000000000002%,0.1007,10.07%
origin,RI,Rhode Island,Food,emergency food,0.1559,15.590000000000002%,0.0586,5.86%
origin,RI,Rhode Island,Food,food delivery,0.1559,15.590000000000002%,0.124,12.4%
origin,RI,Rhode Island,Food,food pantry,0.1559,15.590000000000002%,0.574,57.4%
origin,RI,Rhode Island,Food,help pay for food,0.1559,15.590000000000002%,0.0646,6.4600000000000009%
origin,RI,Rhode Island,Food,meals,0.1559,15.590000000000002%,0.0782,7.82%
origin,RI,Rhode Island,Goods,105 other terms,0.0844,8.44%,0.2542,25.419999999999998%
origin,RI,Rhode Island,Goods,baby supplies,0.0844,8.44%,0.068,6.8000000000000007%
origin,RI,Rhode Island,Goods,clothing,0.0844,8.44%,0.2742,27.42%
origin,RI,Rhode Island,Goods,diapers & formula,0.0844,8.44%,0.1042,10.42%
origin,RI,Rhode Island,Goods,furniture,0.0844,8.44%,0.1256,12.559999999999999%
origin,RI,Rhode Island,Goods,toys & gifts,0.0844,8.44%,0.1739,17.39%
origin,RI,Rhode Island,Health,294 other terms,0.1487,14.87%,0.4275,42.75%
origin,RI,Rhode Island,Health,community support services,0.1487,14.87%,0.0661,6.61%
origin,RI,Rhode Island,Health,health education,0.1487,14.87%,0.0857,8.57%
origin,RI,Rhode Island,Health,help pay for healthcare,0.1487,14.87%,0.1388,13.88%
origin,RI,Rhode Island,Health,medical care,0.1487,14.87%,0.1405,14.05%
origin,RI,Rhode Island,Health,medical supplies,0.1487,14.87%,0.0538,5.38%
origin,RI,Rhode Island,Health,mental health care,0.1487,14.87%,0.0876,8.76%
origin,RI,Rhode Island,Housing,204 other terms,0.2342,23.419999999999998%,0.3234,32.34%
origin,RI,Rhode Island,Housing,help find housing,0.2342,23.419999999999998%,0.0934,9.34%
origin,RI,Rhode Island,Housing,help pay for housing,0.2342,23.419999999999998%,0.228,22.8%
origin,RI,Rhode Island,Housing,help pay for utilities,0.2342,23.419999999999998%,0.1522,15.22%
origin,RI,Rhode Island,Housing,housing vouchers,0.2342,23.419999999999998%,0.0514,5.1400000000000006%
origin,RI,Rhode Island,Housing,temporary shelter,0.2342,23.419999999999998%,0.1516,15.160000000000002%
origin,RI,Rhode Island,Legal,28 other terms,0.0201,2.01%,0.1942,19.42%
origin,RI,Rhode Island,Legal,advocacy & legal aid,0.0201,2.01%,0.4664,46.64%
origin,RI,Rhode Island,Legal,citizenship & immigration,0.0201,2.01%,0.1191,11.91%
origin,RI,Rhode Island,Legal,representation,0.0201,2.01%,0.1347,13.469999999999999%
origin,RI,Rhode Island,Legal,translation & interpretation,0.0201,2.01%,0.0857,8.57%
origin,RI,Rhode Island,Money,70 other terms,0.1154,11.540000000000001%,0.3396,33.96%
origin,RI,Rhode Island,Money,financial assistance,0.1154,11.540000000000001%,0.511,51.1%
origin,RI,Rhode Island,Money,government benefits,0.1154,11.540000000000001%,0.0583,5.83%
origin,RI,Rhode Island,Money,help pay for car,0.1154,11.540000000000001%,0.0911,9.11%
origin,RI,Rhode Island,Other,530 other terms,0.016,1.6%,0.6679,66.79%
origin,RI,Rhode Island,Other,single parent,0.016,1.6%,0.2575,25.75%
origin,RI,Rhode Island,Other,undocumented,0.016,1.6%,0.0746,7.46%
origin,RI,Rhode Island,Transit,49 other terms,0.0506,5.06%,0.0738,7.3800000000000008%
origin,RI,Rhode Island,Transit,bus passes,0.0506,5.06%,0.0969,9.69%
origin,RI,Rhode Island,Transit,help pay for gas,0.0506,5.06%,0.0826,8.2600000000000016%
origin,RI,Rhode Island,Transit,help pay for transit,0.0506,5.06%,0.1126,11.26%
origin,RI,Rhode Island,Transit,transportation,0.0506,5.06%,0.4238,42.38%
origin,RI,Rhode Island,Transit,transportation for healthcare,0.0506,5.06%,0.2102,21.02%
origin,RI,Rhode Island,Work,11 other terms,0.0109,1.09%,0.0846,8.4599999999999991%
origin,RI,Rhode Island,Work,help find work,0.0109,1.09%,0.4987,49.87%
origin,RI,Rhode Island,Work,job placement,0.0109,1.09%,0.3591,35.91%
origin,RI,Rhode Island,Work,work,0.0109,1.09%,0.0577,5.7700000000000005%
"",RI,Rhode Island,origin,origin,0,"",0,""
origin,SC,South Carolina,Care,223 other terms,0.0668,6.68%,0.454,45.4%
origin,SC,South Carolina,Care,animal welfare,0.0668,6.68%,0.0663,6.63%
origin,SC,South Carolina,Care,burial & funeral help,0.0668,6.68%,0.0563,5.63%
origin,SC,South Carolina,Care,navigating the system,0.0668,6.68%,0.0644,6.4399999999999995%
origin,SC,South Carolina,Care,support groups,0.0668,6.68%,0.2137,21.37%
origin,SC,South Carolina,Care,support network,0.0668,6.68%,0.1452,14.52%
origin,SC,South Carolina,Education,48 other terms,0.0234,2.34%,0.2324,23.24%
origin,SC,South Carolina,Education,computer class,0.0234,2.34%,0.0518,5.18%
origin,SC,South Carolina,Education,english as a second language (esl),0.0234,2.34%,0.1581,15.809999999999999%
origin,SC,South Carolina,Education,ged/high-school equivalency,0.0234,2.34%,0.0561,5.6099999999999994%
origin,SC,South Carolina,Education,more education,0.0234,2.34%,0.2036,20.36%
origin,SC,South Carolina,Education,skills & training,0.0234,2.34%,0.1537,15.370000000000001%
origin,SC,South Carolina,Education,specialized training,0.0234,2.34%,0.0723,7.23%
origin,SC,South Carolina,Education,supported employment,0.0234,2.34%,0.072,7.1999999999999993%
origin,SC,South Carolina,Food,88 other terms,0.1873,18.73%,0.0423,4.2299999999999995%
origin,SC,South Carolina,Food,emergency food,0.1873,18.73%,0.078,7.8%
origin,SC,South Carolina,Food,food delivery,0.1873,18.73%,0.1125,11.25%
origin,SC,South Carolina,Food,food pantry,0.1873,18.73%,0.5937,59.37%
origin,SC,South Carolina,Food,government food benefits,0.1873,18.73%,0.051,5.1%
origin,SC,South Carolina,Food,help pay for food,0.1873,18.73%,0.0704,7.04%
origin,SC,South Carolina,Food,meals,0.1873,18.73%,0.0521,5.21%
origin,SC,South Carolina,Goods,222 other terms,0.0576,5.76%,0.2793,27.93%
origin,SC,South Carolina,Goods,baby supplies,0.0576,5.76%,0.0703,7.03%
origin,SC,South Carolina,Goods,clothing,0.0576,5.76%,0.2749,27.49%
origin,SC,South Carolina,Goods,diapers & formula,0.0576,5.76%,0.1002,10.02%
origin,SC,South Carolina,Goods,furniture,0.0576,5.76%,0.0752,7.5200000000000005%
origin,SC,South Carolina,Goods,home goods,0.0576,5.76%,0.0511,5.11%
origin,SC,South Carolina,Goods,toys & gifts,0.0576,5.76%,0.149,14.899999999999999%
origin,SC,South Carolina,Health,692 other terms,0.1122,11.219999999999999%,0.7054,70.54%
origin,SC,South Carolina,Health,dental care,0.1122,11.219999999999999%,0.1008,10.08%
origin,SC,South Carolina,Health,help pay for healthcare,0.1122,11.219999999999999%,0.0848,8.48%
origin,SC,South Carolina,Health,medical supplies,0.1122,11.219999999999999%,0.0535,5.35%
origin,SC,South Carolina,Health,prescription assistance,0.1122,11.219999999999999%,0.0556,5.56%
origin,SC,South Carolina,Housing,494 other terms,0.3269,32.690000000000005%,0.2988,29.880000000000003%
origin,SC,South Carolina,Housing,help find housing,0.3269,32.690000000000005%,0.0831,8.3099999999999987%
origin,SC,South Carolina,Housing,help pay for housing,0.3269,32.690000000000005%,0.236,23.599999999999998%
origin,SC,South Carolina,Housing,help pay for utilities,0.3269,32.690000000000005%,0.2355,23.549999999999997%
origin,SC,South Carolina,Housing,maintenance & repairs,0.3269,32.690000000000005%,0.0673,6.7299999999999995%
origin,SC,South Carolina,Housing,temporary shelter,0.3269,32.690000000000005%,0.0793,7.93%
origin,SC,South Carolina,Legal,62 other terms,0.0111,1.11%,0.2082,20.82%
origin,SC,South Carolina,Legal,advocacy & legal aid,0.0111,1.11%,0.3188,31.879999999999995%
origin,SC,South Carolina,Legal,citizenship & immigration,0.0111,1.11%,0.1745,17.45%
origin,SC,South Carolina,Legal,representation,0.0111,1.11%,0.18,18%
origin,SC,South Carolina,Legal,translation & interpretation,0.0111,1.11%,0.0642,6.419999999999999%
origin,SC,South Carolina,Legal,workplace rights,0.0111,1.11%,0.0543,5.43%
origin,SC,South Carolina,Money,135 other terms,0.111,11.1%,0.3207,32.07%
origin,SC,South Carolina,Money,financial aid & loans,0.111,11.1%,0.052,5.2%
origin,SC,South Carolina,Money,financial assistance,0.111,11.1%,0.5283,52.83%
origin,SC,South Carolina,Money,help pay for car,0.111,11.1%,0.0991,9.91%
origin,SC,South Carolina,Other,3294 other terms,0.0163,1.63%,1,100%
origin,SC,South Carolina,Transit,85 other terms,0.0786,7.86%,0.0758,7.580000000000001%
origin,SC,South Carolina,Transit,help pay for gas,0.0786,7.86%,0.0816,8.16%
origin,SC,South Carolina,Transit,help pay for transit,0.0786,7.86%,0.0813,8.129999999999999%
origin,SC,South Carolina,Transit,transportation,0.0786,7.86%,0.5333,53.33%
origin,SC,South Carolina,Transit,transportation for healthcare,0.0786,7.86%,0.228,22.8%
origin,SC,South Carolina,Work,29 other terms,0.0087,0.86999999999999988%,0.1175,11.75%
origin,SC,South Carolina,Work,help find work,0.0087,0.86999999999999988%,0.3965,39.65%
origin,SC,South Carolina,Work,job placement,0.0087,0.86999999999999988%,0.4859,48.59%
"",SC,South Carolina,origin,origin,0,"",0,""
origin,SD,South Dakota,Care,97 other terms,0.1467,14.67%,0.2829,28.29%
origin,SD,South Dakota,Care,navigating the system,0.1467,14.67%,0.1645,16.45%
origin,SD,South Dakota,Care,support groups,0.1467,14.67%,0.1501,15.010000000000002%
origin,SD,South Dakota,Care,support network,0.1467,14.67%,0.4025,40.25%
origin,SD,South Dakota,Education,28 other terms,0.0542,5.42%,0.2331,23.31%
origin,SD,South Dakota,Education,more education,0.0542,5.42%,0.501,50.1%
origin,SD,South Dakota,Education,skills & training,0.0542,5.42%,0.2659,26.590000000000003%
origin,SD,South Dakota,Food,18 other terms,0.1282,12.82%,0.0984,9.84%
origin,SD,South Dakota,Food,emergency food,0.1282,12.82%,0.0694,6.94%
origin,SD,South Dakota,Food,food delivery,0.1282,12.82%,0.0886,8.86%
origin,SD,South Dakota,Food,food pantry,0.1282,12.82%,0.581,58.099999999999994%
origin,SD,South Dakota,Food,help pay for food,0.1282,12.82%,0.0725,7.2499999999999991%
origin,SD,South Dakota,Food,meals,0.1282,12.82%,0.0901,9.01%
origin,SD,South Dakota,Goods,63 other terms,0.0654,6.54%,0.1443,14.430000000000001%
origin,SD,South Dakota,Goods,baby supplies,0.0654,6.54%,0.0837,8.37%
origin,SD,South Dakota,Goods,clothing,0.0654,6.54%,0.265,26.5%
origin,SD,South Dakota,Goods,diapers & formula,0.0654,6.54%,0.1137,11.37%
origin,SD,South Dakota,Goods,furniture,0.0654,6.54%,0.0597,5.9700000000000006%
origin,SD,South Dakota,Goods,home goods,0.0654,6.54%,0.1075,10.75%
origin,SD,South Dakota,Goods,personal care items,0.0654,6.54%,0.0659,6.59%
origin,SD,South Dakota,Goods,toys & gifts,0.0654,6.54%,0.1602,16.02%
origin,SD,South Dakota,Health,227 other terms,0.1717,17.169999999999998%,0.3225,32.25%
origin,SD,South Dakota,Health,community support services,0.1717,17.169999999999998%,0.0561,5.6099999999999994%
origin,SD,South Dakota,Health,end-of-life care,0.1717,17.169999999999998%,0.06,6%
origin,SD,South Dakota,Health,health education,0.1717,17.169999999999998%,0.1067,10.67%
origin,SD,South Dakota,Health,help pay for healthcare,0.1717,17.169999999999998%,0.1594,15.939999999999998%
origin,SD,South Dakota,Health,medical care,0.1717,17.169999999999998%,0.1482,14.82%
origin,SD,South Dakota,Health,medical supplies,0.1717,17.169999999999998%,0.0622,6.22%
origin,SD,South Dakota,Health,mental health care,0.1717,17.169999999999998%,0.0849,8.49%
origin,SD,South Dakota,Housing,128 other terms,0.1779,17.79%,0.344,34.4%
origin,SD,South Dakota,Housing,help find housing,0.1779,17.79%,0.0696,6.9599999999999991%
origin,SD,South Dakota,Housing,help pay for housing,0.1779,17.79%,0.3106,31.06%
origin,SD,South Dakota,Housing,help pay for utilities,0.1779,17.79%,0.1182,11.82%
origin,SD,South Dakota,Housing,temporary shelter,0.1779,17.79%,0.1576,15.76%
origin,SD,South Dakota,Legal,19 other terms,0.0229,2.29%,0.0685,6.8500000000000005%
origin,SD,South Dakota,Legal,advocacy & legal aid,0.0229,2.29%,0.5102,51.019999999999996%
origin,SD,South Dakota,Legal,citizenship & immigration,0.0229,2.29%,0.0516,5.16%
origin,SD,South Dakota,Legal,mediation,0.0229,2.29%,0.0516,5.16%
origin,SD,South Dakota,Legal,representation,0.0229,2.29%,0.1112,11.12%
origin,SD,South Dakota,Legal,translation & interpretation,0.0229,2.29%,0.1349,13.489999999999998%
origin,SD,South Dakota,Legal,workplace rights,0.0229,2.29%,0.072,7.1999999999999993%
origin,SD,South Dakota,Money,55 other terms,0.1597,15.97%,0.2583,25.83%
origin,SD,South Dakota,Money,financial assistance,0.1597,15.97%,0.5951,59.51%
origin,SD,South Dakota,Money,government benefits,0.1597,15.97%,0.0695,6.9500000000000011%
origin,SD,South Dakota,Money,help pay for car,0.1597,15.97%,0.0771,7.71%
origin,SD,South Dakota,Other,477 other terms,0.0109,1.09%,1,100%
origin,SD,South Dakota,Transit,29 other terms,0.0547,5.47%,0.029,2.9000000000000004%
origin,SD,South Dakota,Transit,bus passes,0.0547,5.47%,0.0825,8.25%
origin,SD,South Dakota,Transit,help pay for gas,0.0547,5.47%,0.1742,17.419999999999998%
origin,SD,South Dakota,Transit,help pay for transit,0.0547,5.47%,0.1327,13.270000000000001%
origin,SD,South Dakota,Transit,transportation,0.0547,5.47%,0.4477,44.769999999999996%
origin,SD,South Dakota,Transit,transportation for healthcare,0.0547,5.47%,0.1338,13.38%
origin,SD,South Dakota,Work,7 other terms,0.0077,0.77%,0.073,7.3%
origin,SD,South Dakota,Work,help find work,0.0077,0.77%,0.636,63.6%
origin,SD,South Dakota,Work,job placement,0.0077,0.77%,0.291,29.099999999999998%
"",SD,South Dakota,origin,origin,0,"",0,""
origin,TN,Tennessee,Care,224 other terms,0.0728,7.28%,0.4473,44.73%
origin,TN,Tennessee,Care,animal welfare,0.0728,7.28%,0.1092,10.92%
origin,TN,Tennessee,Care,burial & funeral help,0.0728,7.28%,0.0612,6.12%
origin,TN,Tennessee,Care,navigating the system,0.0728,7.28%,0.0569,5.6899999999999995%
origin,TN,Tennessee,Care,support groups,0.0728,7.28%,0.2002,20.02%
origin,TN,Tennessee,Care,support network,0.0728,7.28%,0.1251,12.509999999999998%
origin,TN,Tennessee,Education,52 other terms,0.0206,2.06%,0.2312,23.119999999999997%
origin,TN,Tennessee,Education,computer class,0.0206,2.06%,0.0566,5.66%
origin,TN,Tennessee,Education,english as a second language (esl),0.0206,2.06%,0.1121,11.21%
origin,TN,Tennessee,Education,ged/high-school equivalency,0.0206,2.06%,0.0732,7.32%
origin,TN,Tennessee,Education,more education,0.0206,2.06%,0.2024,20.24%
origin,TN,Tennessee,Education,skills & training,0.0206,2.06%,0.1534,15.340000000000002%
origin,TN,Tennessee,Education,specialized training,0.0206,2.06%,0.0724,7.24%
origin,TN,Tennessee,Education,supported employment,0.0206,2.06%,0.0987,9.87%
origin,TN,Tennessee,Food,92 other terms,0.1933,19.33%,0.0773,7.7299999999999995%
origin,TN,Tennessee,Food,emergency food,0.1933,19.33%,0.0888,8.88%
origin,TN,Tennessee,Food,food,0.1933,19.33%,0.0504,5.04%
origin,TN,Tennessee,Food,food delivery,0.1933,19.33%,0.1035,10.35%
origin,TN,Tennessee,Food,food pantry,0.1933,19.33%,0.5482,54.82%
origin,TN,Tennessee,Food,help pay for food,0.1933,19.33%,0.0763,7.6300000000000008%
origin,TN,Tennessee,Food,meals,0.1933,19.33%,0.0553,5.53%
origin,TN,Tennessee,Goods,245 other terms,0.0616,6.16%,0.3234,32.34%
origin,TN,Tennessee,Goods,baby supplies,0.0616,6.16%,0.0814,8.14%
origin,TN,Tennessee,Goods,clothing,0.0616,6.16%,0.2904,29.04%
origin,TN,Tennessee,Goods,diapers & formula,0.0616,6.16%,0.0932,9.32%
origin,TN,Tennessee,Goods,furniture,0.0616,6.16%,0.0791,7.91%
origin,TN,Tennessee,Goods,toys & gifts,0.0616,6.16%,0.1325,13.25%
origin,TN,Tennessee,Health,689 other terms,0.1158,11.58%,0.6609,66.09%
origin,TN,Tennessee,Health,dental care,0.1158,11.58%,0.086,8.6%
origin,TN,Tennessee,Health,help pay for healthcare,0.1158,11.58%,0.0828,8.28%
origin,TN,Tennessee,Health,medical supplies,0.1158,11.58%,0.0564,5.64%
origin,TN,Tennessee,Health,prescription assistance,0.1158,11.58%,0.0551,5.5100000000000007%
origin,TN,Tennessee,Health,vision care,0.1158,11.58%,0.0587,5.87%
origin,TN,Tennessee,Housing,497 other terms,0.3057,30.570000000000004%,0.3593,35.93%
origin,TN,Tennessee,Housing,help find housing,0.3057,30.570000000000004%,0.0935,9.35%
origin,TN,Tennessee,Housing,help pay for housing,0.3057,30.570000000000004%,0.254,25.4%
origin,TN,Tennessee,Housing,help pay for utilities,0.3057,30.570000000000004%,0.2026,20.26%
origin,TN,Tennessee,Housing,temporary shelter,0.3057,30.570000000000004%,0.0906,9.06%
origin,TN,Tennessee,Legal,68 other terms,0.0126,1.26%,0.1969,19.689999999999998%
origin,TN,Tennessee,Legal,advocacy & legal aid,0.0126,1.26%,0.3398,33.98%
origin,TN,Tennessee,Legal,citizenship & immigration,0.0126,1.26%,0.1453,14.530000000000001%
origin,TN,Tennessee,Legal,discrimination & civil rights,0.0126,1.26%,0.0518,5.18%
origin,TN,Tennessee,Legal,representation,0.0126,1.26%,0.2065,20.65%
origin,TN,Tennessee,Legal,translation & interpretation,0.0126,1.26%,0.0598,5.9799999999999995%
origin,TN,Tennessee,Money,137 other terms,0.1165,11.65%,0.3133,31.330000000000002%
origin,TN,Tennessee,Money,emergency payments,0.1165,11.65%,0.0857,8.57%
origin,TN,Tennessee,Money,financial assistance,0.1165,11.65%,0.4879,48.79%
origin,TN,Tennessee,Money,help pay for car,0.1165,11.65%,0.1131,11.31%
origin,TN,Tennessee,Other,4005 other terms,0.0186,1.8599999999999999%,1,100%
origin,TN,Tennessee,Transit,94 other terms,0.0725,7.2499999999999991%,0.0454,4.54%
origin,TN,Tennessee,Transit,bus passes,0.0725,7.2499999999999991%,0.072,7.1999999999999993%
origin,TN,Tennessee,Transit,help pay for gas,0.0725,7.2499999999999991%,0.1099,10.99%
origin,TN,Tennessee,Transit,help pay for transit,0.0725,7.2499999999999991%,0.0927,9.27%
origin,TN,Tennessee,Transit,transportation,0.0725,7.2499999999999991%,0.4649,46.489999999999995%
origin,TN,Tennessee,Transit,transportation for healthcare,0.0725,7.2499999999999991%,0.2152,21.52%
origin,TN,Tennessee,Work,23 other terms,0.0102,1.02%,0.1062,10.620000000000001%
origin,TN,Tennessee,Work,help find work,0.0102,1.02%,0.3676,36.76%
origin,TN,Tennessee,Work,job placement,0.0102,1.02%,0.5262,52.62%
"",TN,Tennessee,origin,origin,0,"",0,""
